"","p","p.adj","eta1","mean1","sd1","eta2","mean2","sd2","mod.pool.var"
"Divalent.cation.transporter..PF01769.",0.0100792139775067,1,0.222222222222222,-6.01371781919352,0.358374232322441,0.25,-7.05401895361779,0.778704445074429,0.400999075264421
"PF13946",0.0101435754749892,1,0.555555555555556,-8.63054422616198,0.725401831054156,0.375,-6.9151260822438,0.936854784422566,0.672470662400125
"PF08618",0.0110704659034649,1,0.555555555555556,-8.93604898644546,0.51298202527098,0.875,-6.3800663434328,1e-06,0.43031889905242
"GH3.auxin.responsive.promoter..PF03321.",0.0112366095339285,1,0.333333333333333,-7.20481500207836,0.524216420717299,0.25,-6.07154591687857,0.732609314955793,0.449068375877767
"CUB.domain..PF00431.",0.0113915748127952,1,0.888888888888889,-1.09858648254948,1e-06,0.75,-7.43300518580918,2.34590452892812,1.629373889598
"Demethylmenaquinone.methyltransferase..PF03737.",0.0115505386723866,1,0.333333333333333,-7.45311859905368,0.651027250141277,0.125,-6.47681072730887,0.452513432182854,0.369959309010792
"PF13448",0.0119349108431112,1,0.777777777777778,-9.82452181274585,0.473545879629858,0.875,-6.3800663434328,1e-06,0.493865748791379
"TerD.domain..PF02342.",0.0120849426955215,1,0.555555555555556,-8.39167142686393,0.792969915926892,0.375,-6.82120784998502,0.78206672596706,0.60143198611991
"Putative.carbohydrate.binding.domain..PF06204.",0.0124147857539027,1,0.333333333333333,-6.5446181867728,0.677743761926288,0.5,-5.23518647800073,0.612953756307623,0.471762125373891
"Glycosyltransferase.family.36..PF06165.",0.0125590260085076,1,0.333333333333333,-6.50180763280561,0.619825920730781,0.5,-5.23913599005071,0.616244624261878,0.440546952566292
"Glycosyltransferase.36.associated.family..PF06205.",0.0128800471064773,1,0.333333333333333,-6.69055724394787,0.845100174089864,0.5,-5.24516037385935,0.617859694720359,0.582707182814869
"CopC.domain..PF04234.",0.0129775637811421,1,0.555555555555556,-8.62657439296392,0.923714214060847,0.125,-7.00169785567942,0.962053425744603,0.805182104274924
"X5.formyltetrahydrofolate.cyclo.ligase.family..PF01812.",0.0130337657059159,1,0.222222222222222,-7.39775235410463,0.694991928900054,0.125,-6.34219986553478,0.68448457150314,0.497216019706217
"PF12551",0.013725399769302,1,0.333333333333333,-8.77762487949615,0.800985739230432,1,-9.78498550845513,1e-06,0.690236521640849
"Domain.of.unknown.function..DUF1868...PF08975.",0.0138646408053038,1,1,-10.1594080233643,1e-06,0.625,-8.56638057288848,0.469282387596222,0.540371314503638
"PF05944",0.0143967822531639,1,0.555555555555556,-9.00798595074902,0.388390517357295,0.375,-7.08568860203844,1.39067528587744,0.963486725037324
"Poly.ADP.ribose..polymerase..regulatory.domain..PF02877.",0.014417599451329,1,0.555555555555556,-9.0034721334723,0.395130136941262,1,-9.78498550845513,1e-06,0.449658593338206
"PF05502",0.0144904572159907,1,0.777777777777778,-8.58784176686639,0.488079211761451,0.625,-6.2863132794977,0.898868940295054,0.590447345176871
"Domain.of.Unknown.Function.with.PDB.structure..DUF3861...PF12977.",0.0147216838439664,1,0.666666666666667,-7.88208424964433,0.578401223304926,1,-9.78498550845513,1e-06,0.589552231274698
"Zona.pellucida.like.domain..PF00100.",0.0149420585157769,1,0.777777777777778,-2.83662957534954,2.45796411382673,0.75,-6.98156789626203,0.153821083228607,1.44042258001902
"Protein.of.unknown.function..DUF3299...PF11736.",0.0149742263210293,1,0.555555555555556,-8.83018695124074,0.499755863062739,0.625,-7.48659821143696,0.223677134020754,0.33773535017568
"PF08696",0.0155326062194621,1,0.666666666666667,-8.28342657504188,0.469403467153818,1,-9.78498550845513,1e-06,0.540420208760002
"PF03908",0.0158470228664236,1,0.666666666666667,-8.85523410453147,0.293721010182083,1,-9.78498550845513,1e-06,0.482744820498974
"PF04424",0.0159931161540265,1,0.555555555555556,-8.41170655228721,0.72261785855439,1,-9.78498550845513,1e-06,0.644053800847942
"Vacuolar.protein.sorting.associated.protein.26..PF03643.",0.0162043806538711,1,0.888888888888889,-10.1593693154351,1e-06,0.625,-6.52563840713115,1.18554777327289,0.86435980259662
"PF08229",0.0164440459941474,1,1,-10.1594080233643,1e-06,0.625,-6.73452914147079,1.10318408865307,0.969186403737887
"Dephospho.CoA.kinase..PF01121.",0.0166255551248026,1,0.444444444444444,-8.28546929068179,0.493585063895877,0.125,-7.00659286679278,0.974697898264668,0.6408125986858
"Menaquinone.biosynthesis..PF02621.",0.0167389341827458,1,0.666666666666667,-9.03200654759737,0.0882445731940654,0.25,-7.21639252883864,1.15367168678949,0.820930530087066
"PF12566",0.0168242535190981,1,0.444444444444444,-7.99961562504334,0.764578718477299,0.25,-6.72167785270225,0.778274459797086,0.588078944755587
"PF04754",0.0168785451497507,1,0.333333333333333,-7.43512043397362,0.60812302699342,0.125,-6.18727110869047,1.01839617824474,0.692441875168072
"Cell.wall.surface.anchor.repeat..PF13461.",0.0171026492004799,1,0.222222222222222,-7.76429810658499,1.95863324780761,1,-9.78498550845513,1e-06,2.90081003006391
"PF04000",0.0171877203514638,1,0.666666666666667,-8.16306614024739,0.53473795249413,1,-9.78498550845513,1e-06,0.568643268976542
"PF03155",0.0178031072163414,1,0.666666666666667,-8.51446434512316,0.426727181441331,1,-9.78498550845513,1e-06,0.523967981826108
"PF06120",0.0179597156747383,1,0.555555555555556,-8.9012218200438,0.151437041670007,0.5,-7.69011458480497,0.671732683693171,0.362132378048378
"PF10127",0.0187697042354582,1,0.666666666666667,-7.06397595619896,0.671901066782286,0.625,-8.853473072851,0.770694310431049,0.544198679323
"PF14350",0.019403467023749,1,0.777777777777778,-9.29597261635202,0.273935562291686,0.875,-6.3800663434328,1e-06,0.461772022051288
"NTF2.like.N.terminal.transpeptidase.domain..PF05223.",0.0195551734258996,1,0.555555555555556,-7.53180561432115,0.448516637426873,0.625,-9.00801399172428,0.79884526034833,0.456879021192916
"ATP.synthase..E.31.kDa..subunit..PF01991.",0.0202517581947042,1,0.666666666666667,-8.48903861034831,0.466023757579274,1,-9.78498550845513,1e-06,0.539060154816744
"V4R.domain..PF02830.",0.0202530968415349,1,0.777777777777778,-8.31690273699041,0.104913561134642,0.75,-6.23942736631509,0.54769806196893,0.421794838969508
"PF14214",0.0202720490163118,1,0.777777777777778,-9.28425620602454,1.23759682793885,0.625,-6.56644575665143,1.18416789910912,0.963734497708757
"Spectrin.repeat..PF00435.",0.0202865331705368,1,0.888888888888889,-10.1593693154351,1e-06,0.625,-6.55854867406531,1.28481543536704,0.951180641482776
"Phage.lysozyme..PF00959.",0.020476143273762,1,0.333333333333333,-6.79490123660326,1.09917584098094,0.375,-8.12826667120098,0.398215291962123,0.691514558708821
"SlyX..PF04102.",0.0207358027880207,1,0.777777777777778,-9.19960368833038,0.377082794516351,0.75,-6.67396895327082,1.16223266765685,0.631033268952975
"Domain.of.unknown.function..DUF1866...PF08952.",0.0211235779400939,1,0.888888888888889,-4.57467266814961,1e-06,0.75,-7.3870236228471,0.153821083228608,0.450720327375523
"Invasin..domain.3..PF09134.",0.0219810733046108,1,0.888888888888889,-9.48967431005662,1e-06,0.75,-6.25418833612709,0.874848955707203,0.610258603451634
"Glutaredoxin.2..C.terminal.domain..PF04399.",0.0221341772868499,1,0.666666666666667,-9.39820204178053,0.664603462685814,0.5,-7.06581390232883,1.57750626102363,1.20484235385318
"Mitochondrial.ribosomal.protein.L51...S25...CI.B8.domain..PF05047.",0.0221532766623445,1,0.666666666666667,-8.625151357603,0.437529446830701,1,-9.78498550845513,1e-06,0.527984264837235
"Protein.of.unknown.function..DUF461...PF04314.",0.022824377952515,1,0.555555555555556,-8.18261629417588,0.602604473244549,0.75,-9.76412521064267,0.0294213160728665,0.413387557010811
"twin.BRCT.domain..PF12738.",0.0230708734983843,1,0.555555555555556,-8.85961787678941,0.910405908655016,0.375,-7.29385642874793,0.960591640589853,0.774644285025715
"PF14060",0.0231385757846964,1,0.666666666666667,-7.0490244580625,0.79063260358572,0.875,-9.78492922274922,1e-06,0.588056693210331
"Autophagy.protein.Apg5..PF04106.",0.0235088469709016,1,0.777777777777778,-9.54616760134708,0.86719818053366,0.875,-6.3800663434328,1e-06,0.60739177244745
"Exo70.exocyst.complex.subunit..PF03081.",0.0239069459531966,1,0.444444444444444,-8.06893289286116,1.36057151510162,1,-9.78498550845513,1e-06,1.42522464089314
"Indigoidine.synthase.A.like.protein..PF04227.",0.023913776292649,1,0.666666666666667,-8.46896982007543,0.517236607054117,1,-9.78498550845513,1e-06,0.560722936355441
"Polyketide.cyclase...dehydrase.and.lipid.transport..PF10604.",0.0239141926459883,1,0.555555555555556,-7.8699549495069,0.883934704150109,0.625,-6.32071220252142,0.41557033420821,0.550485953348783
"PF07305",0.0241294592392425,1,0.555555555555556,-9.42107010884955,0.544570444517398,0.5,-7.99656799795712,0.917649468690366,0.568726888565836
"PTS.system.glucitol.sorbitol.specific.IIA.component..PF03829.",0.0246676743444692,1,0.777777777777778,-8.67249428456055,0.607795950373567,0.75,-6.62643315432721,0.348415285285483,0.453628410224176
"PF07126",0.0247565788444143,1,0.666666666666667,-9.16811929485206,0.960021047230017,0.625,-7.30455512914067,0.780217882457263,0.67100141910445
"Sugar.fermentation.stimulation.protein..PF03749.",0.0247792697020872,1,0.555555555555556,-8.75824998693719,0.572670731044238,0.375,-7.02149809397862,1.36119420545559,0.982906445548138
"PF06841",0.0247947082011424,1,0.555555555555556,-8.9419071916092,0.521124204400126,0.375,-7.04643528027667,1.54794056102207,1.17108653880213
"Putative.Ig.domain..PF05345.",0.0253340500875134,1,0.555555555555556,-6.72314084334518,0.53871349483754,0.625,-7.94868538685034,0.241700086988102,0.353707512385353
"PF04048",0.0253823047185605,1,0.444444444444444,-9.10432362261054,0.725184311762496,0.625,-6.86329106379708,2.10332886022402,1.34970006973952
"PF07539",0.026118119858227,1,0.444444444444444,-8.96569805740386,0.561259097486828,0.25,-7.58780140025104,1.18285280875658,0.816465674120876
"Sds3.like..PF08598.",0.0264447389519941,1,0.555555555555556,-9.07450619583285,0.584027076506806,0.625,-7.63148726853266,0.784669001550229,0.500220797359957
"PF08733",0.0270625363724502,1,0.666666666666667,-9.39820204178053,0.664603462685814,0.625,-7.27225216803541,1.41711359112706,0.911431167349042
"PF04479",0.0271809481155557,1,0.555555555555556,-8.72793986353545,0.358289351218094,0.75,-7.36369344663152,0.316870434765401,0.334326466237728
"PF08318",0.0271848145964067,1,0.555555555555556,-9.07450619583285,0.289552920104413,0.625,-7.15710396135805,1.64534757505789,0.894621371948248
"PF13562",0.0273263229556106,1,0.666666666666667,-9.12168307298317,0.358679356706239,0.5,-7.96687382463666,0.401875106242425,0.325304129123788
"Type.IV.secretion.system.proteins..PF07996.",0.0274211098971569,1,0.777777777777778,-8.03858303087869,0.695626864140385,0.875,-5.15902731613539,1e-06,0.549716215570992
"Bacterial.transcriptional.activator.domain..PF03704.",0.02773605500327,1,0.666666666666667,-9.58377151604637,0.534794321342199,0.875,-7.25846614676207,1e-06,0.468002677203356
"TATA.binding.protein.interacting..TIP20...PF08623.",0.0282559473234933,1,0.666666666666667,-8.94392776464325,0.153156717645227,0.875,-6.87279996522162,1e-06,0.375049537311305
"Glutathione.peroxidase..PF00255.",0.0287816029102374,1,0.333333333333333,-7.47605277406411,0.979687112292883,0.125,-6.41458356457916,0.605856394864991,0.619362223252727
"PF13592",0.0291503269923109,1,0.555555555555556,-8.18081100048665,0.441083671103747,0.875,-6.22335836838215,1e-06,0.399368976787479
"Recombination.protein.U..PF03838.",0.0293938500170914,1,0.666666666666667,-9.16715943310273,0.961409355094639,0.875,-6.3800663434328,1e-06,0.693989047469321
"Transcription.termination.factor.nusG..PF02357.",0.0295801275835397,1,0.333333333333333,-7.48789479694231,1.14612081589414,0.25,-6.3039683743211,0.466056081351466,0.712560149081393
"Protein.of.unknown.function..DUF1479...PF07350.",0.0306621813250372,1,0.444444444444444,-8.35680278638787,0.781414312369923,0.25,-6.94929666429397,1.18636701979851,0.913233171058006
"PF04752",0.0311261602490704,1,0.333333333333333,-8.15206623835577,0.267141558687142,0.375,-7.23638550349021,0.789482549386905,0.389097491036332
"U.box.domain..PF04564.",0.0311424637216431,1,0.555555555555556,-8.60112039721934,0.937722950554762,0.625,-6.98443671713525,0.761014848970778,0.678458670986087
"PF02413",0.0315002674182776,1,0.888888888888889,-5.49901614348703,1e-06,0.625,-8.93550203769734,1.43536820890866,1.09617208011653
"PF08417",0.0315994134288009,1,0.888888888888889,-10.1593693154351,1e-06,0.75,-7.10640879670146,1.02720334833988,0.67259105185961
"Type.VI.secretion.lipoprotein..PF12790.",0.0316261719873405,1,0.555555555555556,-8.39750783894252,0.34757773841239,0.75,-7.11498402037691,0.0348578089339038,0.318393128697088
"TIP49.C.terminus..PF06068.",0.0317240134818403,1,0.444444444444444,-8.49658942817737,0.503847502964374,0.750000000000033,-6.5652010222304,1.98862992635877,0.814177555518204
"PF14103",0.0319673863928365,1,0.888888888888889,-4.57467266814961,1e-06,0.75,-8.52169768475565,1.78647917344794,1.13211845612337
"Berberine.and.berberine.like..PF08031.",0.0320617543521551,1,0.333333333333333,-7.57969942777891,0.682908681657314,0.375,-6.69709210340168,0.239663846682026,0.366299122291336
"PF05020",0.0323143620204925,1,0.666666666666667,-8.16258358533329,0.751302768638264,1,-9.78498550845513,1e-06,0.688457765673496
"PF05021",0.0323143620204925,1,0.666666666666667,-8.16258358533329,0.751302768638264,1,-9.78498550845513,1e-06,0.688457765673496
"PF11064",0.0324802555430508,1,0.666666666666667,-8.39410874892519,0.645912902795885,1,-9.78498550845513,1e-06,0.625110328976148
"Uncharacterized.protein.conserved.in.bacteria..DUF2200...PF09966.",0.0328661811681956,1,0.666666666666667,-9.1611410100671,0.291607424114727,1,-9.78498550845513,1e-06,0.482212606485234
"Centrosome.microtubule.binding.domain.of.Cep57..PF06657.",0.0331071655133829,1,0.444444444444444,-8.77384055859073,0.901591185745142,1,-9.78498550845513,1e-06,0.800600191270792
"Protein.of.unknown.function..DUF1116...PF06545.",0.0333286711804803,1,0.666666666666667,-7.23693112295827,0.905530987399067,0.75,-9.21483782909076,0.806230980703978,0.655995017544995
"TraM.protein..DNA.binding..PF05261.",0.0334834790014658,1,1,-10.1594080233643,1e-06,0.5,-7.36539071821054,1.9844828527018,2.45816514041242
"PF06170",0.0335586085907197,1,0.666666666666667,-8.5222833496456,0.597089183941,1,-9.78498550845513,1e-06,0.599002578080641
"L.fucose.isomerase..C.terminal.domain..PF02952.",0.0337417293643321,1,0.555555555555556,-9.2477881523412,0.801379598051473,0.625,-7.90942463556712,0.302789901847277,0.483492635802171
"PF04757",0.0340491757964653,1,0.666666666666667,-8.83420545250926,0.627154449962397,0.5,-7.04920571188476,1.24008313155885,0.86389009432407
"Pre.mRNA.splicing.factor.PRP21.like.protein..PF12230.",0.034062788001736,1,0.777777777777778,-9.54616760134708,0.86719818053366,0.75,-6.91176054048978,1.49852075532013,0.897383131320276
"Galactose.mutarotase.like..PF13802.",0.0341904393153148,1,0.333333333333333,-6.31327062662145,0.536998953995867,0.375,-7.35771074984087,0.88959775896732,0.528034697252287
"Protein.of.unknown.function..DUF576..PF04507.",0.0342049889753473,1,0.666666666666667,-7.4351778355696,1.12297560172309,1,-9.78498550845513,1e-06,0.988140455333456
"PF06834",0.0343524851131735,1,0.555555555555556,-8.4201520442106,0.763250941919394,0.375,-6.74941658446551,1.36101210519336,1.05444508848907
"PF05689",0.034562436928082,1,0.888888888888889,-8.39108782750715,1e-06,0.75,-5.96651056357749,0.105398684219809,0.448020405675354
"Bacteroidetes.Associated.Carbohydrate.binding.Often.N.terminal..PF13004.",0.034739048585735,1,0.555555555555556,-9.07450619583285,0.512693155811808,1,-9.78498550845513,1e-06,0.506337137137959
"PF09669",0.0352287741914129,1,0.777777777777778,-5.96965424432017,1.25412186187187,0.75,-8.18222346578376,0.00945702233441132,0.64518343908706
"GGDN.family..PF05165.",0.0352934510755229,1,0.777777777777778,-9.29597261635202,0.273935562291686,0.75,-7.16583748995813,1.11124821233758,0.598627242862319
"Domain.of.unknown.function..DUF1877...PF08974.",0.0354196311768561,1,0.666666666666667,-8.61036213259972,1.3414803864393,0.5,-7.00739360283601,0.397358490893403,0.710434518022694
"Prokaryotic.acetaldehyde.dehydrogenase..dimerisation..PF09290.",0.0359992325908024,1,0.666666666666667,-9.06525128689466,0.353903122725364,1,-9.78498550845513,1e-06,0.499511891320556
"Terpene.synthase.family..metal.binding.domain..PF03936.",0.0362422877235173,1,0.666666666666667,-9.58377151604637,0.534794321342199,0.5,-8.38297324215889,0.530443495639975,0.403267498653888
"PF11074",0.0363095555253517,1,0.888888888888889,-4.57467266814961,1e-06,0.75,-8.44147670599374,1.84108613745414,1.17472732670311
"PF03164",0.0363970323170287,1,0.777777777777778,-9.54616760134708,0.86719818053366,0.625,-7.52073119817854,0.992678831078006,0.721098265312934
"RNA.cap.guanine.N2.methyltransferase..PF09445.",0.0365787536075453,1,0.666666666666667,-7.42520204916707,1.17075063665727,1,-9.78498550845513,1e-06,1.0352826006545
"PF12421",0.0367783618850835,1,0.666666666666667,-8.57088119199109,0.884707502286003,0.25,-7.04726142113991,1.00442632814591,0.815240811260328
"Ubiquitin.SUMO.activating.enzyme.ubiquitin.like.domain..PF14732.",0.0368417884648275,1,0.555555555555556,-8.41620069763971,1.01329872581242,1,-9.78498550845513,1e-06,0.912027352288187
"Chalcone.and.stilbene.synthases..C.terminal.domain..PF02797.",0.036975322133716,1,0.666666666666667,-8.65959462991997,0.509013334957346,0.625,-7.30218748882309,0.605822111519271,0.434562495590012
"Oligosaccharyl.transferase.STT3.subunit..PF02516.",0.0372249679395184,1,0.444444444444444,-8.56272493709828,1.13932467754244,1,-9.78498550845513,1e-06,1.09248839220002
"Inositol.polyphosphate.kinase..PF03770.",0.0372958389206877,1,0.555555555555556,-8.58496803042884,0.331779964241921,0.625,-6.85757082919311,1.56852013057263,0.846625831479669
"CobW.HypB.UreG..nucleotide.binding.domain..PF02492.",0.0377037579843984,1,0.333333333333333,-5.62370033058166,0.368234079797484,0.375,-6.62567148557551,0.959284916989927,0.508390187820344
"PF07642",0.037793398677642,1,0.444444444444444,-6.56899481263557,1.49962163616991,0.5,-8.45967224552081,1.15215709003291,1.41323671787944
"Domain.of.unknown.function.UPF0086..PF01868.",0.037813963092212,1,0.666666666666667,-9.12168629869077,0.33526939567665,1,-9.78498550845513,1e-06,0.493987372886478
"PF11292",0.037813963092212,1,0.666666666666667,-9.12168629869077,0.33526939567665,1,-9.78498550845513,1e-06,0.493987372886478
"PF09327",0.038098192791274,1,0.333333333333333,-6.70226017519563,0.306790160608119,0.125,-5.75113363115701,0.974702145940786,0.562673226260664
"Mitochondrial.branched.chain.alpha.ketoacid.dehydrogenase.kinase..PF10436.",0.0381548779280479,1,0.555555555555556,-8.93227473740496,0.641028969128042,1,-9.78498550845513,1e-06,0.584968485119652
"Ku.C.terminal.domain.like..PF08785.",0.0387253050305455,1,0.444444444444444,-6.43774507452134,3.16809553260982,1,-9.78498550845513,1e-06,6.34964976007284
"Delta.aminolevulinic.acid.dehydratase..PF00490.",0.0387639000409979,1,0.222222222222222,-6.21396947092532,0.385796090039755,0.25,-6.99596574831474,0.728223768074339,0.383392829933866
"PF04245",0.0393298909565283,1,0.333333333333333,-7.6030567823743,0.54740704748082,0.375,-6.44832824092161,1.13381840670745,0.68876413438677
"PF02694",0.0396094985796365,1,0.666666666666667,-8.05235773713178,0.640220777182101,0.875,-5.85214635265413,1e-06,0.511860637238709
"Tar.ligand.binding.domain.homologue..PF02203.",0.0396335810745437,1,0.333333333333333,-6.59781025717752,1.14492950599708,0.375,-5.21625309844304,0.986227438047368,0.989533767430425
"BAH.domain..PF01426.",0.0396872627737464,1,0.333333333333333,-8.49863418352453,0.752443418165825,0.5,-7.2697132454378,0.995457209348771,0.676057137822639
"PF14213",0.0399055235265278,1,0.777777777777778,-9.54616760134708,0.86719818053366,0.75,-7.5555034708884,0.588130772468601,0.561101786261522
"PF08349",0.0399121679401718,1,0.666666666666667,-8.56991810453417,0.7422662765658,0.75,-6.87328663809213,0.60356871725497,0.532102315747066
"tRNAHis.guanylyltransferase..PF04446.",0.040024438942825,1,0.666666666666667,-8.80194680419359,0.286991795001641,0.875,-6.87279996522162,1e-06,0.395905227477109
"Thg1.C.terminal.domain..PF14413.",0.040024438942825,1,0.666666666666667,-8.80194680419359,0.286991795001641,0.875,-6.87279996522162,1e-06,0.395905227477109
"Ribosome.modulation.factor..PF04957.",0.0402026416696545,1,0.777777777777778,-8.73171569547349,0.284610750653385,0.875,-6.3800663434328,1e-06,0.463054563728814
"Common.central.domain.of.tyrosinase..PF00264.",0.0402172876614128,1,0.444444444444444,-8.08929260565316,0.793565124012753,0,-7.01972994108046,0.893417394693188,0.694796444344436
"PF01076",0.0404116311271704,1,0.555555555555556,-8.79985715591478,0.760785133672558,0.25,-7.7243497583649,0.67477427341997,0.522338286252002
"PF06675",0.0404337707981253,1,0.888888888888889,-10.1593693154351,1e-06,0.5,-7.83368586060698,0.892944992835222,0.671346279333217
"Sirohaem.biosynthesis.protein.C.terminal..PF14823.",0.040561041635332,1,0.777777777777778,-9.54616760134708,0.86719818053366,0.5,-7.71763669534344,0.96697861114798,0.735900399949507
