"","p","p.adj","eta1","mean1","sd1","eta2","mean2","sd2","mod.pool.var"
"tetrahydrofolate.biosynthetic.process..GO.0046654.",0.0321969454213991,1,0.222222222222222,-3.51007878729434,0.277983846890018,0.125,-4.07893551583343,0.470723252853684,0.204943289957129
"protein.localization.to.kinetochore..GO.0034501.",0.0326417950845504,1,0.777777777777778,-6.7003682278217,1.62652273592516,0.875,-3.25758166327913,1e-06,0.87276890485419
"translational.frameshifting..GO.0006452.",0.0336615780772306,1,0.888888888888889,-7.85049348414848,1e-06,0.625,-5.57645630882041,0.837236364202992,0.498324061283941
"positive.regulation.of.translational.termination..GO.0045905.",0.0336615780772306,1,0.888888888888889,-7.85049348414848,1e-06,0.625,-5.57645630882041,0.837236364202992,0.498324061283941
"seryl.tRNA.aminoacylation..GO.0006434.",0.0339213412522054,1,0.333333333333333,-3.58434539147919,0.210231604024728,0.125,-4.22094794689348,0.55820502553853,0.239228694056283
"photosynthetic.electron.transport.chain..GO.0009767.",0.0341788019366035,1,0.666666666666667,-6.02056180136357,1.6041220521252,0.875,-2.564702184501,1e-06,1.16081365400643
"D.xylose.catabolic.process..GO.0042843.",0.03849141535306,1,0.555555555555556,-6.48970871769668,0.786651874859234,1,-7.53208814354172,1e-06,0.578742070658273
"meiotic.chromosome.segregation..GO.0045132.",0.0385715628217565,1,0.666666666666667,-5.69253576771671,0.536765124175977,0.875,-7.53155295518194,1e-06,0.352238599772832
"adenylate.cyclase.activating.G.protein.coupled.receptor.signaling.pathway..GO.0007189.",0.0388971282671201,1,0.666666666666667,-6.73313447317494,0.07681974256846,0.75,-5.62510406087072,0.249581056407117,0.223801944512292
"coenzyme.M.biosynthetic.process..GO.0019295.",0.0393405332405556,1,0.777777777777778,-7.49289590445742,0.505719347070889,0.75,-6.032023241106,0.154827876092426,0.299778871101414
"X.de.novo..AMP.biosynthetic.process..GO.0044208.",0.039357559209685,1,0.333333333333333,-3.28499220661133,0.391000342749439,0.125,-4.02224891170857,0.689130707739469,0.343190922291121
"ribosomal.small.subunit.export.from.nucleus..GO.0000056.",0.0400661499358526,1,0.444444444444444,-5.71505761131093,1.74275841877495,1,-7.53208814354172,1e-06,2.03896663345805
"nucleoside.diphosphate.metabolic.process..GO.0009132.",0.0405068731736113,1,0.888888888888889,-7.85049348414848,1e-06,0.75,-5.71302809717705,0.611834150014291,0.384556188111627
"galactitol.metabolic.process..GO.0019402.",0.0412809535097348,1,0.666666666666667,-6.56287657048258,1.3325458786914,0.5,-4.83619663067144,0.956316084849192,0.891068021877289
"X.1..6..beta.D.glucan.biosynthetic.process..GO.0006078.",0.0422170190511287,1,0.888888888888889,-7.13529832476636,1e-06,0.75,-5.1262337939952,0.455928040872914,0.348772536889441
"arginine.metabolic.process..GO.0006525.",0.0427748675286099,1,0.444444444444444,-4.59473192654401,0.545267548399765,0.5,-5.57997539828336,0.761735465352504,0.407867122646239
"cellular.homeostasis..GO.0019725.",0.0449681286902912,1,0.777777777777778,-6.14417539637972,0.137449719947926,0.75,-7.44300987175362,0.125218829438669,0.256405664641653
"valine.metabolic.process..GO.0006573.",0.0451543929131603,1,0.333333333333333,-3.94190209648457,0.342363951333124,0.25,-4.62291089481783,0.617506926341289,0.286204789213064
"sulfate.reduction..GO.0019419.",0.0453145918463131,1,0.333333333333333,-4.0754534265944,0.449440928621669,0.25,-4.95111191232013,0.899626557568072,0.474013115978323
"L.arabinose.catabolic.process..GO.0019572.",0.0454522938711907,1,0.555555555555556,-6.33677185334447,0.617255267569707,0.75,-5.07795455997053,0.529800291352424,0.370924836475807
"branched.chain.amino.acid.biosynthetic.process..GO.0009082.",0.0460346994383192,1,0.333333333333333,-3.02545270715826,0.370923305646448,0.125,-3.68480330010378,0.609523470802055,0.29563613862695
"reciprocal.meiotic.recombination..GO.0007131.",0.0463353688209394,1,1,-7.85088266480985,1e-06,0.625,-6.77821444897893,0.60873779953895,0.463397793072621
"lysine.biosynthetic.process.via.aminoadipic.acid..GO.0019878.",0.0463782211397165,1,0.555555555555556,-6.74710469125726,0.776792151614326,0.25,-5.29744692873593,1.31232158932441,1.01576401060097
"regulation.of.conjugation..GO.0046999.",0.0485268264247789,1,0.888888888888889,-7.85049348414848,1e-06,0.375,-5.68111367724981,1.00596422439972,0.713855656161896
"phenol.containing.compound.metabolic.process..GO.0018958.",0.0496514389225004,1,0.666666666666667,-7.03050207981295,0.201082879274599,0.75,-5.97362234596278,0.24329822910509,0.233718963943884
"proteasome.localization..GO.0031144.",0.0510161043349274,1,0.777777777777778,-6.72363134301033,0.106116392696965,0.75,-5.20808743152343,0.839331629365155,0.376920332942176
"nucleus.associated.proteasomal.ubiquitin.dependent.protein.catabolic.process..GO.0071630.",0.0510161043349274,1,0.777777777777778,-6.72363134301033,0.106116392696965,0.75,-5.20808743152343,0.839331629365155,0.376920332942176
"protein.ubiquitination..GO.0016567.",0.0510437577735753,1,0.555555555555556,-6.51003431403172,1.07087124502115,0.625,-5.15740984955344,0.47051244360019,0.612302527736733
"fatty.acid.beta.oxidation.using.acyl.CoA.dehydrogenase..GO.0033539.",0.0511127162957685,1,0.333333333333333,-4.65676103386955,0.809298848424473,0.25,-3.84042419507724,0.506235167261815,0.437357177195811
"cellular.calcium.ion.homeostasis..GO.0006874.",0.0513865718966163,1,0.888888888888889,-7.13529832476636,1e-06,0.625,-5.25505885584044,0.726515170901544,0.437058644653734
"protein.metabolic.process..GO.0019538.",0.052405958244608,1,0.222222222222222,-2.54362653402946,0.405032659986835,0.125,-3.08620436849269,0.458501301249338,0.233854155720318
"glycine.biosynthetic.process..by.transamination.of.glyoxylate..GO.0019265.",0.0530320275890085,1,0.777777777777778,-5.56098205718414,0.292672660926691,0.875,-7.35446678832529,1e-06,0.322502256249121
"dTTP.biosynthetic.process..GO.0006235.",0.0532062874779237,1,0.333333333333333,-3.6701931742551,0.32914648054542,0.125,-4.27246479645239,0.56673484442584,0.26504564122472
"vacuolar.acidification..GO.0007035.",0.0542965255509311,1,0.888888888888889,-3.92681618890004,1e-06,0.75,-5.7971418885216,0.492879285512207,0.356308765796343
"lipoprotein.biosynthetic.process..GO.0042158.",0.0564148713960998,1,0.333333333333333,-3.30248645024296,0.300976803435544,0.125,-3.84594333132796,0.48147293824169,0.222390786876608
"light.independent.bacteriochlorophyll.biosynthetic.process..GO.0036070.",0.0591842442033882,1,0.666666666666667,-7.09925205672305,0.654906944618589,0.625,-5.72609232529143,1.03478644683223,0.5768373146444
"cytochrome.complex.assembly..GO.0017004.",0.0605253793835616,1,0.333333333333333,-3.42201309926243,0.273787983246712,0.25,-3.98767590647904,0.517923069228467,0.229318585246742
"glycyl.tRNA.aminoacylation..GO.0006426.",0.0606762462791348,1,0.333333333333333,-2.71014773858433,0.297989924341364,0.125,-3.26834600547717,0.53431217089583,0.243759308638302
"negative.regulation.of.fatty.acid.biosynthetic.process..GO.0045717.",0.0608754571300794,1,1,-7.85088266480985,1e-06,0.625,-6.66490826101367,0.790889751286603,0.573001006626793
"fructose.2.6.bisphosphate.metabolic.process..GO.0006003.",0.0609201908241996,1,0.666666666666667,-6.15573845784931,0.918254002000496,1,-7.53208814354172,1e-06,0.666585331806605
"mitochondrial.translation..GO.0032543.",0.0609201908241996,1,0.666666666666667,-6.15573845784931,0.918254002000496,1,-7.53208814354172,1e-06,0.666585331806605
"ubiquinone.biosynthetic.process..GO.0006744.",0.0630967449699556,1,0.222222222222222,-2.22337567083883,0.46407193988839,0.125,-2.70854172553826,0.293004610342703,0.205847600845439
"protein.neddylation..GO.0045116.",0.0633031004102421,1,0.666666666666667,-5.87805743764977,1.1295907321769,1,-7.53208814354172,1e-06,0.852643604783247
"branched.chain.amino.acid.catabolic.process..GO.0009083.",0.0633074297582524,1,0.666666666666667,-6.51727564243297,0.693077042699384,1,-7.53208814354172,1e-06,0.510599303293892
"glycogen.metabolic.process..GO.0005977.",0.064460497765661,1,0.666666666666667,-6.36701688962683,0.707729395697032,0.625,-4.5251688485423,1.72345470866146,1.09211546185251
"mitochondrial.electron.transport..NADH.to.ubiquinone..GO.0006120.",0.0646376595572058,1,0.333333333333333,-4.03724430942707,0.740829858848389,0.25,-4.83938270403775,0.687738483976098,0.477854275201065
"respiratory.electron.transport.chain..GO.0022904.",0.0649070237094101,1,0.333333333333333,-2.66124821297172,0.333457955842882,0.125,-3.23690597924689,0.572730843555637,0.268818292529173
"response.to.redox.state..GO.0051775.",0.0652048286624771,1,0.888888888888889,-7.13529832476636,1e-06,0.75,-5.18002378894133,0.799643645415958,0.441538304660969
"G.protein.coupled.receptor.signaling.pathway..GO.0007186.",0.0660267351343729,1,0.555555555555556,-6.76642226264061,0.85383727453709,0.75,-5.2193749700141,1.30996509755603,0.694941574257994
"fructose.1.6.bisphosphate.metabolic.process..GO.0030388.",0.0672967581453811,1,0.555555555555556,-5.36108773723262,0.583674311776005,0.875,-6.83867347640381,1e-06,0.366302475925214
"pantothenate.biosynthetic.process..GO.0015940.",0.0680511012652683,1,0.333333333333333,-3.0949095721085,0.197795152759608,0.25,-3.54095565243888,0.305034777067482,0.152028509348501
"UDP.N.acetylgalactosamine.biosynthetic.process..GO.0019277.",0.0682516279821576,1,0.222222222222222,-2.43227472236713,1.03790004469172,0,-3.17850685992757,0.418945225303692,0.546878209232333
"protein.targeting.to.mitochondrion..GO.0006626.",0.0721979392050023,1,0.666666666666667,-6.31794022226114,0.899631026463905,1,-7.53208814354172,1e-06,0.652030993629216
"ER.to.Golgi.vesicle.mediated.transport..GO.0006888.",0.0745611341207928,1,0.555555555555556,-4.84650705578782,0.749189452905209,0.375,-5.87999930404664,0.91837550576336,0.6075940048295
"CMP.keto.3.deoxy.D.manno.octulosonic.acid.biosynthetic.process..GO.0033468.",0.0765523173283723,1,0.111111111111111,-4.15456881861008,0.976557804821507,0.25,-4.9626921649706,0.575681988841002,0.622750138966354
"phosphate.ion.transmembrane.transport..GO.0035435.",0.0780074593070717,1,0.222222222222222,-3.04275249418246,0.818515003086328,0.125,-3.89344568685147,0.975742079851656,0.712164844046546
"fatty.acid.biosynthetic.process..GO.0006633.",0.0783920390088763,1,0.333333333333333,-1.50464041333386,0.154928874265075,0.25,-2.00837726344396,0.516951434783826,0.210287717756044
"tRNA.5..leader.removal..GO.0001682.",0.078486971164746,1,0.666666666666667,-7.09925205672305,0.654906944618589,0.75,-5.82125873048234,0.865553695640303,0.454238399683792
"acetyl.CoA.biosynthetic.process.from.pyruvate..GO.0006086.",0.0792128089953951,1,0.444444444444444,-4.69605776211716,0.693323794151443,0.125,-5.46364739097032,0.72839470275312,0.477640322090608
"ATP.dependent.chromatin.remodeling..GO.0043044.",0.0803328595924428,1,0.666666666666667,-6.31231550496623,1.42417168579859,0.625,-4.18276452083668,1.91761398357586,1.67609081713241
"riboflavin.biosynthetic.process..GO.0009231.",0.0814074587512872,1,0.333333333333333,-2.25717630797203,0.192395262983557,0.125,-2.75492284665761,0.539973950111046,0.228579544841776
"cellular.carbohydrate.metabolic.process..GO.0044262.",0.0823832176212989,1,0.333333333333333,-2.45425859737444,0.0684759107318669,0.125,-2.86555006210925,0.379674376804635,0.157180407636369
"glucose.mediated.signaling.pathway..GO.0010255.",0.0827887707908159,1,0.666666666666667,-6.36557087063734,0.943628856388689,1,-7.53208814354172,1e-06,0.686896405803339
"protoporphyrinogen.IX.biosynthetic.process..GO.0006782.",0.0856811897349148,1,0.333333333333333,-2.20912660951335,0.312329495713086,0.125,-2.64976908050404,0.366094412224649,0.184721685792843
"threonine.metabolic.process..GO.0006566.",0.0869465334174746,1,0.666666666666667,-6.07059636287051,1.22098400838898,1,-7.53208814354172,1e-06,0.944999641315758
"aerobic.respiration..GO.0009060.",0.0871140673894937,1,0.333333333333333,-1.76890228963373,0.198808532075422,0.125,-2.23448993744631,0.489900325630787,0.208318156572974
"actin.filament.organization..GO.0007015.",0.0875706401490647,1,0.666666666666667,-5.92755565331011,0.75749417628511,0.875,-7.53155295518194,1e-06,0.453326151229676
"DNA.replication..Okazaki.fragment.processing..GO.0033567.",0.0881691275363,1,0.555555555555556,-5.52208284829644,0.443827774411587,0.75,-6.66656873674692,1.22327241294951,0.457651412964482
"Mo.molybdopterin.cofactor.biosynthetic.process..GO.0006777.",0.0882844519549943,1,0.111111111111111,-2.41001140887717,0.531304187252629,0.25,-2.8892395220279,0.260407302841894,0.238288015090994
"intracellular.protein.transmembrane.transport..GO.0065002.",0.0889075580019175,1,0.222222222222222,-1.73952396368053,0.215087182586051,0.125,-2.15794068009494,0.451421822343004,0.1862322763976
"ATP.hydrolysis.coupled.proton.transport..GO.0015991.",0.0891672316220121,1,0.222222222222222,-1.98462693779775,0.657110882661114,0.125,-2.58314328151,0.572939282752144,0.381736491508297
"NAD.biosynthetic.process..GO.0009435.",0.0892391030206374,1,0.222222222222222,-1.80878934126052,0.56553343994557,0.125,-2.33710491526987,0.469791235534075,0.297586124651688
"cell.wall.macromolecule.biosynthetic.process..GO.0044038.",0.0897327714664418,1,0.555555555555556,-6.38835866337494,0.725481225431981,0.75,-7.44300987175362,0.125218829438669,0.393264754133952
"oxalate.catabolic.process..GO.0033611.",0.0900382492728918,1,0.777777777777778,-6.2740301109665,0.238034318041803,0.875,-4.80384398456087,1e-06,0.316269225083551
"response.to.stress..GO.0006950.",0.0904738344634748,1,0.222222222222222,-1.13141213892522,0.373963990181867,0.125,-1.58474877407479,0.448121967044386,0.220969324639075
"fucose.metabolic.process..GO.0006004.",0.0906727856212869,1,0.444444444444444,-5.00081324316752,0.615334367548373,0.625,-4.24034874646224,0.12995643155145,0.306977653062788
"protein.targeting..GO.0006605.",0.0907575683063821,1,0.222222222222222,-1.65852403396386,0.216073255900695,0.125,-2.10997684587604,0.538793133531648,0.219559931407031
"threonine.biosynthetic.process..GO.0009088.",0.0908746260733473,1,0.333333333333333,-2.49169553597092,0.296323557233329,0.125,-3.11250060540693,0.786976991278308,0.380128989421907
"cellular.response.to.oxidative.stress..GO.0034599.",0.0909971380886157,1,0.666666666666667,-6.38334413476779,0.989325114799439,1,-7.53208814354172,1e-06,0.724869774862392
"proteolysis.involved.in.cellular.protein.catabolic.process..GO.0051603.",0.0915377445433559,1,0.111111111111111,-3.94730170471244,0.897092453303855,0.25,-4.71485951609447,0.739563533204415,0.625017585861469
"regulation.of.phosphoprotein.phosphatase.activity..GO.0043666.",0.092351420958475,1,0.777777777777778,-5.21450579050545,0.197318774450712,0.875,-6.66158730954716,1e-06,0.312459015618228
"arabinose.catabolic.process..GO.0019568.",0.0926238967108314,1,0.666666666666667,-6.43674638288249,0.954673611699568,1,-7.53208814354172,1e-06,0.695910010077318
"fatty.acid.metabolic.process..GO.0006631.",0.0926877435437262,1,0.222222222222222,-2.61530302151864,0.466632477083569,0.125,-3.13789213383537,0.569240039199961,0.298064607724765
"regulation.of.transcription..DNA.templated..GO.0006355.",0.0932998668410033,1,0.222222222222222,0.20341565506736,0.586138668678493,0.125,-0.292966804340688,0.353659054482968,0.270024935340476
"propionate.catabolic.process..2.methylcitrate.cycle..GO.0019629.",0.0934549954846877,1,0.333333333333333,-4.36022309687144,0.430103232776017,0.5,-5.03565071964392,0.703253305061718,0.328120665621874
"nucleoside.metabolic.process..GO.0009116.",0.0937470937585459,1,0.222222222222222,-2.34692160866204,0.719669434882772,0.125,-2.99214784800906,0.663363991068363,0.457606645987197
"glycosaminoglycan.metabolic.process..GO.0030203.",0.0943016082111555,1,0.666666666666667,-6.79948546556329,1.05059900687393,0.625,-5.34392931830718,1.23470851253985,0.871807584992401
"nickel.cation.transport..GO.0015675.",0.0945581671213349,1,0.888888888888889,-7.13529832476636,1e-06,0.5,-5.06552640058395,1.23707892725607,0.902831218345128
"protein.processing.involved.in.protein.targeting.to.mitochondrion..GO.0006627.",0.0948002043606042,1,0.777777777777778,-7.14641963777873,0.0157279116934843,0.75,-6.14358162791067,0.00293950752319136,0.250334308130727
"rRNA.methylation..GO.0031167.",0.0961860620303537,1,0.222222222222222,-4.32229342053827,1.24707620551148,0.375,-5.30696888433132,0.580274277534476,0.885775725370611
"L.asparagine.biosynthetic.process..GO.0070981.",0.0974418067259674,1,0.222222222222222,-3.06865880391783,0.954846234593964,0.125,-3.86902533852381,0.857112711683592,0.721492940338608
"posttranscriptional.tethering.of.RNA.polymerase.II.gene.DNA.at.nuclear.periphery..GO.0000973.",0.0974668891673382,1,0.888888888888889,-6.64859572213925,1e-06,0.75,-4.35310263335434,1.54930061374448,0.820052589130922
"nuclear.pore.distribution..GO.0031081.",0.0974668891673382,1,0.888888888888889,-6.64859572213925,1e-06,0.75,-4.35310263335434,1.54930061374448,0.820052589130922
"regulation.of.mRNA.export.from.nucleus.in.response.to.heat.stress..GO.2000728.",0.0974668891673382,1,0.888888888888889,-6.64859572213925,1e-06,0.75,-4.35310263335434,1.54930061374448,0.820052589130922
"transcription.antitermination..GO.0031564.",0.0988348612242067,1,0.444444444444474,-5.22206084509727,1.26493232285267,0.25,-4.36441158869449,0.191016927968221,0.632092279304159
"bacterial.type.flagellum.organization..GO.0044781.",0.101196986166317,1,0.333333333333333,-4.14163974650825,0.694012876608594,0.25,-3.44637050092208,0.719128468402152,0.469425753835634
"lipid.metabolic.process..GO.0006629.",0.102398798166207,1,0.222222222222222,-1.86884461096416,0.328475599092458,0.125,-2.33805555191431,0.569351471148857,0.256004126913502
"pyrimidine.nucleobase.catabolic.process..GO.0006208.",0.102630035441054,1,0.222222222222222,-3.75398220062529,0.898912270707419,0.375,-4.55109092340562,0.707582415893877,0.605444915195692
"superoxide.metabolic.process..GO.0006801.",0.102639974245186,1,0.555555555555556,-5.30115000349898,0.274367175464362,0.25,-6.03672234108966,0.797779667343481,0.413894971245667
"mRNA.export.from.nucleus..GO.0006406.",0.104773359213279,1,0.666666666666667,-6.04014950335368,0.746935020357702,0.875,-7.53155295518194,1e-06,0.447705096150523
"regulation.of.signal.transduction..GO.0009966.",0.105877563213472,1,0.777777777777778,-5.21450579050545,0.197318774450712,0.75,-6.28184331556965,0.537039106512727,0.308204343479827
"anaerobic.electron.transport.chain..GO.0019645.",0.107086875001187,1,0.888888888888889,-5.00723192770944,1e-06,0.625,-6.49113415381918,0.752619789347964,0.450721517803816
"protein.secretion.by.the.type.II.secretion.system..GO.0015628.",0.109067948929002,1,0.222222222222222,-2.72796392705061,0.356166149665572,0.25,-3.14762798274625,0.370952205015025,0.195454202651366
"X7.8.dihydroneopterin.3..triphosphate.biosynthetic.process..GO.0035998.",0.109683075864036,1,0.222222222222222,-3.48395979768007,0.563221358860488,0.125,-4.0479355837272,0.675754509107618,0.387029692125953
"peptidoglycan.metabolic.process..GO.0000270.",0.110526762089365,1,0.333333333333333,-3.44168945785773,0.311200701010142,0.125,-2.90422693924969,0.688068658239346,0.323470060322833
"cholesterol.transport..GO.0030301.",0.111049417332971,1,0.444444444444444,-6.01002133811612,0.546294008683631,0.625,-4.93313529233434,1.45139614499427,0.706736275204681
"tRNA.wobble.base.modification..GO.0002097.",0.111103300807303,1,0.222222222222222,-4.02332335249851,0.954829447367392,0.25,-4.90461795829622,1.0865956862851,0.872794929007327
"positive.regulation.of.autophagy..GO.0010508.",0.111346399740985,1,0.444444444444444,-6.06815307501473,0.608738155047232,0.5,-4.85354366642464,1.7019888389922,1.08778263810834
"hexose.metabolic.process..GO.0019318.",0.112039264178393,1,0.111111111111111,-3.54463130767898,1.40792109274198,0.375,-4.61051789465009,0.810453890104643,1.22287260862075
"phosphatidylinositol.phosphorylation..GO.0046854.",0.112513168034567,1,0.333333333333333,-3.2046404974314,0.285839462030339,0,-3.65192821330865,0.53106379872941,0.242611608836593
"dTMP.biosynthetic.process..GO.0006231.",0.11415553992537,1,0.333333333333333,-3.7263995867952,0.181601057026863,0.25,-4.29659123855507,0.786755066580061,0.342399118487826
"phosphate.ion.transport..GO.0006817.",0.11418610599272,1,0.222222222222222,-2.45776644977396,0.190743694260348,0,-2.82558444354516,0.44613456407327,0.181731598093408
"establishment.of.cell.polarity..GO.0030010.",0.114802509059232,1,0.777777777777778,-6.28329992213736,0.728839060034537,0.75,-4.18314335140644,2.28882144814062,1.27112489762759
"plasma.membrane.ATP.synthesis.coupled.proton.transport..GO.0042777.",0.116055053902663,1,0.333333333333333,-2.21074209051394,0.120915441336393,0.125,-2.76148866345433,0.780830394940569,0.351207921757173
"microautophagy..GO.0016237.",0.116207216347986,1,0.777777777777778,-4.52320124889801,1.04565833167961,0.875,-6.25621145129403,1e-06,0.539121595802987
"viral.entry.into.host.cell..GO.0046718.",0.116223329299942,1,0.777777777777778,-2.52197015574108,0.231204465474656,0.75,-3.77277517278284,1.05137072224582,0.455314962731921
"formaldehyde.catabolic.process..GO.0046294.",0.117196469097405,1,0.333333333333333,-5.11141473168074,0.785616987487434,0.25,-4.43925281923821,0.650429398116301,0.484607556126826
"lactose.metabolic.process..GO.0005988.",0.117319799031348,1,0.777777777777778,-5.93682365545867,0.238847624657133,0.875,-4.61459034473498,1e-06,0.316352595536923
"GTP.biosynthetic.process..GO.0006183.",0.119063166980043,1,0.333333333333333,-4.52982253493168,0.51658075848372,0.375,-5.13752561425056,0.672597226876016,0.360294367577109
"UTP.biosynthetic.process..GO.0006228.",0.119063166980043,1,0.333333333333333,-4.52982253493168,0.51658075848372,0.375,-5.13752561425056,0.672597226876016,0.360294367577109
"CTP.biosynthetic.process..GO.0006241.",0.119063166980043,1,0.333333333333333,-4.52982253493168,0.51658075848372,0.375,-5.13752561425056,0.672597226876016,0.360294367577109
"pentose.phosphate.shunt..non.oxidative.branch..GO.0009052.",0.119762145139197,1,0.222222222222222,-4.0818885181533,1.07541227435531,0.125,-4.83999971930635,0.738486733809164,0.742768244930526
"replicative.cell.aging..GO.0001302.",0.119820953533253,1,0.666666666666667,-6.00279935149267,0.668983819185331,0.875,-7.35446678832529,1e-06,0.408649968961247
"protein.carbamoylation..GO.0046944.",0.120200827144349,1,0.888888888888889,-5.18954050516002,1e-06,0.75,-6.54744246384892,0.411862847738779,0.340552803253859
