"","p","p.adj","eta1","mean1","sd1","eta2","mean2","sd2","mod.pool.var"
"peroxisome.degradation..GO.0030242.",0.0496031791461684,1,0.428571428571429,-7.0945219415076,0.645201017694286,0.625,-4.98539959748876,2.17073409130244,1.44040998328349
"transsulfuration..GO.0019346.",0.0503797421685132,1,1,-8.57527340249276,1e-06,0.5,-6.9712905728962,1.3679832446462,1.29877515163721
"Gram.negative.bacterium.type.cell.outer.membrane.assembly..GO.0043165.",0.0515106136721431,1,0.142857142857143,-3.15152628008372,0.176065755326369,0.125,-2.69680396024096,0.364016371271948,0.14781479685306
"oxalate.catabolic.process..GO.0033611.",0.051743200722114,1,0.714285714285714,-7.07000549726258,0.286584395995545,0.875,-5.28649062573145,1e-06,0.292826024149263
"GTP.catabolic.process..GO.0006184.",0.0519640172672411,1,0.428571428571429,-7.22009306659302,0.771419171577617,0.125,-5.33804460844757,1.86211928269362,1.94462265869945
"fucose.metabolic.process..GO.0006004.",0.0519729581688185,1,0.285714285714286,-5.78687975839207,0.619655639843995,0.625,-4.90627714357847,0.0454609700135928,0.292148921833932
"cholesterol.transport..GO.0030301.",0.0522872941881612,1,0.285714285714286,-6.79674431177675,0.536305970323911,0.625,-5.22269774285336,1.7780348289186,0.936497474338697
"reciprocal.meiotic.recombination..GO.0007131.",0.0535446727011647,1,1,-8.57527340249276,1e-06,0.625,-7.44433814062424,0.698415002007778,0.505134794532631
"regulation.of.conjugation..GO.0046999.",0.054764553525511,1,0.857142857142857,-8.57508474105861,1e-06,0.375,-6.23991115301669,1.12880404603874,0.866643241637796
"lactose.metabolic.process..GO.0005988.",0.0549462965149574,1,0.714285714285714,-6.72182043115334,0.205823646711919,0.875,-5.00367233334101,1e-06,0.283376068651165
"cellular.response.to.cold..GO.0070417.",0.0550510408988134,1,0.142857142857143,-5.54073487066684,0.324599251592646,0.25,-4.76348428807256,0.86358693555845,0.409281805865068
"protein.processing.involved.in.protein.targeting.to.mitochondrion..GO.0006627.",0.0552599885466641,1,0.714285714285714,-7.92386800405594,0.0591651792875981,0.75,-6.76399199132773,0.0639992841333838,0.22229097114856
"tRNA.5..leader.removal..GO.0001682.",0.05539174772225,1,0.571428571428571,-7.86334288884802,0.618655845683406,0.75,-6.39440758351864,0.993481946570518,0.467545739766255
"glycine.biosynthetic.process..by.transamination.of.glyoxylate..GO.0019265.",0.0555820657551113,1,0.714285714285714,-6.37080241716077,0.290590789313641,0.875,-8.11195221704096,1e-06,0.293375521394858
"ribosomal.subunit.export.from.nucleus..GO.0000054.",0.0555993173943915,1,0.571428571428571,-7.62933087951964,0.871600779582807,0.75,-6.20532371281907,0.253986147677119,0.440389420554131
"L.threonine.catabolic.process.to.glycine..GO.0019518.",0.0587959865357496,1,0.285714285714286,-6.1838556211918,0.422847782115638,0.25,-5.00273348780487,1.32873790381765,0.875892158425643
"deoxyribonucleoside.diphosphate.metabolic.process..GO.0009186.",0.0592332109242699,1,0.142857142857143,-4.24341587421527,0.260240680472046,0.125,-3.81041326054424,0.304993651717409,0.144064113315523
"positive.regulation.of.autophagy..GO.0010508.",0.0599808376088285,1,0.285714285714286,-6.8504855645412,0.594842598977737,0.5,-5.16796437264084,1.98250593938183,1.40636813807201
"ATP.dependent.chromatin.remodeling..GO.0043044.",0.060020993824485,1,0.571428571428571,-7.09290189363805,1.37994879403553,0.625,-4.45291629560306,2.25999417748239,2.10507701298145
"formaldehyde.catabolic.process..GO.0046294.",0.0600653869085731,1,0.142857142857143,-5.90166925380414,0.793474235810348,0.25,-4.94027735165215,0.934112207345246,0.655727280505513
"protein.transport..GO.0015031.",0.0635173944691084,1,0.142857142857143,-2.8323921946776,0.243081184858008,0.25,-2.3729294292236,0.344507404531993,0.154374407352673
"ATP.catabolic.process..GO.0006200.",0.0635560436350984,1,0.714285714285714,-8.01480805129257,0.792350893348635,0.75,-6.0085980679722,1.42117960309318,0.729179763267517
"fructose.2.6.bisphosphate.metabolic.process..GO.0006003.",0.0646982932512018,1,0.571428571428571,-6.9362780430326,0.871600779582807,1,-8.19560956728878,1e-06,0.634360979531971
"mitochondrial.translation..GO.0032543.",0.0646982932512018,1,0.571428571428571,-6.9362780430326,0.871600779582807,1,-8.19560956728878,1e-06,0.634360979531971
"transcription.initiation.from.bacterial.type.RNA.polymerase.promoter..GO.0001123.",0.0654933828547261,1,0.142857142857143,-4.40597309321422,0.571033070619663,0.25,-3.76035981780614,0.512602539494891,0.309984753742047
"TOR.signaling..GO.0031929.",0.0665345644960905,1,0.428571428571429,-6.22987880909191,0.696114852946425,0.25,-4.97731135858361,1.23420061572685,0.911843763485655
"response.to.redox.state..GO.0051775.",0.0667586782400754,1,0.857142857142857,-7.96570410354032,1e-06,0.75,-5.75320364554102,1.05999734713656,0.540310777168956
"DNA.templated.transcription..elongation..GO.0006354.",0.0690262859489309,1,0.285714285714286,-6.0983452420436,1.24182255066865,0.25,-5.15593117811931,0.155961838519882,0.609447366693721
"negative.regulation.of.barrier.septum.assembly..GO.0010974.",0.0691753888760608,1,0.428571428571429,-7.02177603080482,0.381893684044642,0.625,-5.9903143378006,0.959324020995056,0.417664550926542
"regulation.of.chemotaxis..GO.0050920.",0.0693031631311164,1,0.142857142857143,-6.62222517978223,0.890427902069055,0.25,-5.80083951651088,0.587464849230471,0.517862031370999
"arginine.metabolic.process..GO.0006525.",0.0694256376460657,1,0.285714285714286,-5.38185441607161,0.511542420343752,0.5,-6.23087603805079,0.769801891880087,0.389356392278964
"response.to.external.stimulus..GO.0009605.",0.0697450154681117,1,0.285714285714293,-6.7967375725738,1.25087546369756,0.125,-5.67014985322637,0.926118797596563,0.950551772246085
"chronological.cell.aging..GO.0001300.",0.0698114454047028,1,0.571428571428571,-6.96306301077837,0.448386338636983,0.75,-5.69429568675501,0.976688912889672,0.403685837353403
"respiratory.chain.complex.IV.assembly..GO.0008535.",0.0708748748695388,1,0.142857142857143,-4.19669489491142,0.32721096781132,0.125,-4.86393538815589,0.782684006770972,0.377320210263738
"XMP.salvage..GO.0032265.",0.0710431581924787,1,0.285714285714286,-6.46859069226411,0.869720214068295,0.25,-5.59207870579431,0.688085047218138,0.535959402112284
"alanine.biosynthetic.process..GO.0006523.",0.0719800913411491,1,0.285714285714286,-6.22790790545896,0.41177559958338,0.375,-5.42281959231492,0.832786572406242,0.410637844456093
"ADP.L.glycero.beta.D.manno.heptose.biosynthetic.process..GO.0097171.",0.0723248352458379,1,0.285714285714286,-5.96612670015235,0.762752881181054,0.375,-4.72525976230107,1.36810264282104,0.978224105965165
"S.adenosylmethioninamine.biosynthetic.process..GO.0006557.",0.072779796755385,1,0.571428571428571,-6.7620334629179,0.917393188500997,0.625,-5.58901152434832,0.520441531976068,0.468227890185464
"peptidoglycan.turnover..GO.0009254.",0.0730190099970331,1,0.142857142857143,-4.49264031514028,0.584343897571021,0,-3.87786559367657,0.592293061858088,0.349358022002279
"cellular.hyperosmotic.response..GO.0071474.",0.0735916922354133,1,0.142857142857143,-6.0921589011729,1.03244919874001,0.375,-4.97466384680107,1.04583390813576,0.889154392456873
"alkanesulfonate.catabolic.process..GO.0046306.",0.07403786128773,1,0.285714285714286,-6.63144229102924,0.379604746834581,0.5,-5.9800597665151,0.484421533809514,0.23809596524536
"establishment.of.cell.polarity..GO.0030010.",0.0741639830064262,1,0.714285714285714,-7.06834684939686,0.695886007112478,0.75,-4.28563987614864,2.54680014618838,1.55919439568143
"phosphatidylinositol.biosynthetic.process..GO.0006661.",0.074915834973962,1,0.285714285714286,-7.10481669607708,1.06469396764563,0.625,-5.35784511649454,1.92225716202296,1.41988501735548
"coenzyme.A.biosynthetic.process..GO.0015937.",0.0750369036468584,1,0.142857142857143,-4.16426220074597,0.351552283245152,0.25,-3.7400644668639,0.168082272185068,0.144557335893805
"protein.neddylation..GO.0045116.",0.0751239074891073,1,0.571428571428571,-6.69387967061831,1.14105354175012,1,-8.19560956728878,1e-06,0.892103523965732
"protein.secretion..GO.0009306.",0.0760988891966951,1,0.142857142857143,-2.74823705915371,0.170983805736513,0.125,-2.36029312363539,0.313898844133147,0.132846599436635
"protein.tetramerization..GO.0051262.",0.0761550239654143,1,0.142857142857143,-6.40196293947112,0.68319192178428,0.25,-5.6719579124197,0.66628222372641,0.431819382135639
"establishment.of.mitotic.spindle.orientation..GO.0000132.",0.077065308799146,1,0.142857142857143,-6.34589127217837,0.66985253467713,0.375,-5.09778217960655,1.62169196778188,1.13965995822632
"GDP.mannose.biosynthetic.process..GO.0009298.",0.0771354324573978,1,0.142857142857143,-6.36551784693778,0.669092957746014,0.25,-5.65380517287252,0.643979932785897,0.413539947006081
"negative.regulation.of.fatty.acid.biosynthetic.process..GO.0045717.",0.0774067887970138,1,1,-8.57527340249276,1e-06,0.625,-7.23359209606404,1.03912342498917,0.786487807299901
"glycosaminoglycan.metabolic.process..GO.0030203.",0.0781391511468554,1,0.571428571428571,-7.57168285562844,0.997814477369706,0.625,-5.91842181187267,1.39236448649851,0.973720122722907
"fructose.1.6.bisphosphate.metabolic.process..GO.0030388.",0.0790264694280436,1,0.428571428571429,-6.14220497733724,0.558293876607512,0.875,-7.50232454130584,1e-06,0.335880978584829
"ribosome.assembly..GO.0042255.",0.0803948514244657,1,0.142857142857143,-5.38196299261891,0.530812789862258,0.125,-4.87106516308991,0.370063193696241,0.237935220664065
"lipopolysaccharide.biosynthetic.process..GO.0009103.",0.0806386980554443,1,0.142857142857143,-2.64286342838516,0.20851863365447,0,-2.10195551235442,0.653361014136665,0.286404980492316
"response.to.tellurium.ion..GO.0046690.",0.0814028849870725,1,0.428571428571429,-5.95044625717633,0.708204359916453,0.75,-4.88188644813843,0.150167796568381,0.37143128288009
"protein.targeting.to.peroxisome..GO.0006625.",0.0815778535531064,1,0.714285714285714,-7.66828163304905,1.28241325374919,0.875,-5.39349025178854,1e-06,0.664114343235129
"plasmid.maintenance..GO.0006276.",0.083243125915894,1,0.285714285714286,-7.28747451695472,0.561288570777057,0.375,-6.12795647788504,1.41501716552111,0.929624531333444
"chromatin.silencing.at.silent.mating.type.cassette..GO.0030466.",0.0833357867546165,1,0.714285714285714,-6.46616300088424,0.155730558496093,0.875,-5.00367233334101,1e-06,0.279072234676113
"branched.chain.amino.acid.catabolic.process..GO.0009083.",0.0835669100204076,1,0.571428571428571,-7.33217219996721,0.702746661183633,1,-8.19560956728878,1e-06,0.508019336127561
"transcription.from.RNA.polymerase.III.promoter..GO.0006383.",0.0839973576624647,1,0.714285714285714,-7.46556480399614,0.0156036439801954,0.5,-6.69488446993645,0.30094473530558,0.197287245713763
"response.to.fructose..GO.0009750.",0.0856537964126693,1,0.142857142857143,-5.71097080568631,0.902637089595363,0.25,-4.7383164173579,1.06202815183848,0.822476248803198
"polyamine.biosynthetic.process..GO.0006596.",0.0857217515511838,1,0.285714285714286,-5.81824493545933,0.336992469523629,0.375,-4.89633378801055,1.1295539924006,0.598487392488069
"protein.targeting.to.mitochondrion..GO.0006626.",0.0859737865431275,1,0.571428571428571,-7.10665323413771,0.90300594344186,1,-8.19560956728878,1e-06,0.660848265949916
"arabinan.catabolic.process..GO.0031222.",0.0870529667106307,1,0.428571428571429,-6.73504870035093,0.606620992820156,0.5,-6.01908960607113,0.326961696740905,0.279622370802015
"response.to.herbicide..GO.0009635.",0.0885110463675509,1,0.714285714285714,-6.80992753050663,0.068517240615128,0.875,-5.39349025178854,1e-06,0.274424778705351
"heterocyst.differentiation..GO.0043158.",0.0885110463675509,1,0.714285714285714,-6.80992753050663,0.068517240615128,0.875,-5.39349025178854,1e-06,0.274424778705351
"pantothenate.catabolic.process..GO.0015941.",0.0887446340453515,1,0.142857142857143,-5.30892760174167,0.211214854548936,0.25,-4.83848071582171,0.494853130070359,0.196665398871344
"nicotinate.nucleotide.salvage..GO.0019358.",0.0895457370360512,1,0.285714285714286,-6.55145402510334,0.249486369215067,0.75,-5.79464108191969,0.643494047051323,0.220900780018824
"pyrimidine.ribonucleotide.biosynthetic.process..GO.0009220.",0.0900993983215746,1,0.142857142857143,-6.04045753529146,0.926126696591296,0.5,-5.16586705386466,0.425081040880266,0.533607212438465
"heme.metabolic.process..GO.0042168.",0.0902061389274871,1,0.142857142857143,-6.40666040695338,0.825786764534484,0.5,-4.97401701471189,1.95793160631146,1.43290221037452
"nuclear.envelope.organization..GO.0006998.",0.0909033870346418,1,0.714285714285714,-8.06774865250876,0.717481577108504,0.875,-6.38491904016901,1e-06,0.395637167368938
"nuclear.transcribed.mRNA.catabolic.process..nonsense.mediated.decay..GO.0000184.",0.0914758304886733,1,0.142857142857143,-6.51748275191324,0.953766515762997,0.25,-5.3150751937304,1.52283986927008,1.30931584237095
"ribosomal.small.subunit.biogenesis..GO.0042274.",0.0921903426748124,1,0.142857142857143,-4.08568550044618,0.207030734596194,0.25,-4.46700793883921,0.276906151906332,0.132329351899856
"threonine.metabolic.process..GO.0006566.",0.092337179850555,1,0.571428571428571,-6.83641150157531,1.18216432448734,1,-8.19560956728878,1e-06,0.937495591662336
"centromere.complex.assembly..GO.0034508.",0.0931332660256332,1,0.285714285714286,-7.26809491476786,0.581129998379057,0.5,-6.34775325552349,1.01673539071021,0.548798255802865
"deoxyribonucleotide.catabolic.process..GO.0009264.",0.0942163234178005,1,0.142857142857143,-5.34390845143252,0.815218656827888,0,-4.46828158068657,1.07399524062399,0.825035900506937
"nickel.cation.transport..GO.0015675.",0.0946784283678608,1,0.857142857142857,-7.96570410354032,1e-06,0.5,-5.43409302087144,1.53274130222936,1.32051707566552
"regulation.of.phosphoprotein.phosphatase.activity..GO.0043666.",0.0955214232303801,1,0.714285714285714,-6.02427599891725,0.199471571086917,0.875,-7.41894293898417,1e-06,0.282764294074373
"cell.wall.macromolecule.biosynthetic.process..GO.0044038.",0.0962020102029614,1,0.428571428571429,-7.16421646785949,0.687728082947859,0.75,-8.1536430182018,0.0589596964278535,0.356888857306175
"ATP.synthesis.coupled.proton.transport..GO.0015986.",0.097559249102855,1,0.142857142857143,-3.77688027422032,0.23923696643744,0,-3.20851857708717,0.752909023739588,0.355361967505846
"lipid.transport..GO.0006869.",0.0984330269954423,1,0.571428571428571,-7.49718072398374,0.0558608632471416,0.875,-6.40380419820601,1e-06,0.222030697659914
"tRNA.splicing..via.endonucleolytic.cleavage.and.ligation..GO.0006388.",0.0984848917269669,1,0.571428571428571,-6.97150343997479,0.26347635347205,0.25,-5.71565140913433,1.30024792243059,0.954351105259752
"rhamnose.metabolic.process..GO.0019299.",0.0990498301537403,1,0.285714285714286,-6.29977878237049,0.964628878828974,0.375,-5.48691595227604,0.461372314614958,0.510664905498243
"negative.regulation.of.translation..GO.0017148.",0.0990601816198318,1,0.285714285714286,-6.28711208280315,0.417911664275274,0.5,-5.23158224485827,1.39379368729273,0.752015629685318
"negative.regulation.of.ribosome.biogenesis..GO.0090071.",0.0990601816198318,1,0.285714285714286,-6.28711208280315,0.417911664275274,0.5,-5.23158224485827,1.39379368729273,0.752015629685318
"actin.filament.organization..GO.0007015.",0.0999266826738185,1,0.571428571428571,-6.70708596705152,0.713164166025648,0.875,-8.19533381936263,1e-06,0.416141258084242
"arabinose.catabolic.process..GO.0019568.",0.100068102700779,1,0.571428571428571,-7.20258938933907,0.912578672538789,1,-8.19560956728878,1e-06,0.669108389523435
"posttranscriptional.tethering.of.RNA.polymerase.II.gene.DNA.at.nuclear.periphery..GO.0000973.",0.100887119602522,1,0.857142857142857,-7.45453136152653,1e-06,0.75,-4.60175894298894,2.01379689796035,1.23699534818682
"nuclear.pore.distribution..GO.0031081.",0.100887119602522,1,0.857142857142857,-7.45453136152653,1e-06,0.75,-4.60175894298894,2.01379689796035,1.23699534818682
